Isolated Ce(3) Internal Energy,Isolated Ce(3) Free Energy,Isolated Ce(3) Entropy,Ce(3) with SOC Internal Energy,Ce(3) with SOC Free Energy,Ce(3) with SOC Entropy,Ce(3) with SOC and CFS Internal Energy,Ce(3) with SOC and CFS Free Energy,Ce(3) with SOC and CFS Entropy
-0.0,-0.2947224205933298,0.00022741636507201367,0.027446184761862114,-0.21161818696414544,0.0001844647970492266,0.04327439914211517,-0.18317929716938747,0.00017473309562652216
-3.552713678800501e-15,-0.29862755009456643,0.0002274163650720154,0.028268397173290438,-0.2147912121605344,0.00018509514668558266,0.04427914893430707,-0.18618642877060962,0.00017550340335085665
-0.0,-0.3025326795958031,0.00022741636507201714,0.029090344527654466,-0.21797498998163012,0.0001857171073516321,0.04528158709051944,-0.1892066867794169,0.00017626195394299712
-3.552713678800501e-15,-0.3064378090970397,0.00022741636507201714,0.02991160788360503,-0.22116937544331772,0.0001863305811256287,0.04628136635923674,-0.19223986961309636,0.00017700878950255728
-0.0,-0.3103429385982764,0.00022741636507201714,0.03073179073840393,-0.2243742220606921,0.0001869354903671818,0.04727815803262203,-0.19528577651990872,0.00017774396421399788
-0.0,-0.31424806809951306,0.00022741636507201714,0.03155051837536682,-0.22758938218320077,0.00018753177622690687,0.04827165143725054,-0.19834420777802156,0.0001784675433708664
-0.0,-0.31815319760074967,0.0002274163650720154,0.03236743718856694,-0.2308147073048485,0.0001881193972317497,0.049261553407783154,-0.20141496487810007,0.00017917960244800447
-0.0,-0.3220583271019863,0.00022741636507201367,0.03318221399105248,-0.23405004835075577,0.00018869832794491791,0.050247587747835,-0.20449785069037724,0.00017988022622127033
-1.7763568394002505e-15,-0.32596345660322296,0.00022741636507201714,0.03399453531209673,-0.23729525594134063,0.00018926855769887344,0.05122949468173843,-0.20759266961701242,0.00018056950793393645
-0.0,-0.32986858610445957,0.0002274163650720154,0.03480410668838729,-0.24055018063536354,0.00018983008939958343,0.052207030300776225,-0.21069922773053265,0.00018124754850886576
-1.7763568394002505e-15,-0.3337737156056962,0.00022741636507201367,0.03561065195344071,-0.24381467315304345,0.00019038293839994825,0.053179966006769774,-0.21381733289913504,0.00018191445580527984
-1.7763568394002505e-15,-0.33767884510693286,0.00022741636507201714,0.0364139125289622,-0.24708858458041227,0.00019092713144006675,0.0541480879557632,-0.2169467948996029,0.0001825703439188144
-0.0,-0.34158397460816947,0.00022741636507201714,0.03721364672138705,-0.25037176655603566,0.00019146270565193954,0.05511119650426188,-0.22008742551856908,0.00018321533252352393
-0.0,-0.3454891041094062,0.00022741636507201714,0.038009629026394265,-0.25366407144118597,0.00019198970762603768,0.05606910565994028,-0.22323903864283504,0.00018384954625428728
-0.0,-0.34939423361064276,0.00022741636507201367,0.03880164944377462,-0.25696535247450564,0.0001925081925371148,0.057021642538773065,-0.22640145033942338,0.0001844731141281107
-0.0,-0.35329936311187937,0.0002274163650720154,0.039589512804656835,-0.26027546391215756,0.00019301822332663636,0.057968646830092396,-0.22957447892602265,0.0001850861690027572
-0.0,-0.3572044926131161,0.00022741636507201887,0.040373038112772264,-0.26359426115441037,0.00019351986993914987,0.05890997027089817,-0.2327579450324474,0.00018568884707103987
-3.552713678800501e-15,-0.3611096221143527,0.00022741636507201714,0.0411520579011313,-0.2669216008595627,0.00019401320860993644,0.059845476130604425,-0.23595167165371492,0.0001862812873892573
-3.552713678800501e-15,-0.36501475161558933,0.00022741636507201193,0.041926417605274935,-0.27025734104606475,0.00019449832120140703,0.060775038707115314,-0.23915548419531077,0.00018686363143809517
-0.0,-0.36891988111682594,0.0002274163650720154,0.042695974953904425,-0.2736013411836514,0.00019497529458557643,0.06169854283507448,-0.24236921051118487,0.00018743602271442585
-3.552713678800501e-15,-0.37282501061806256,0.00022741636507201714,0.043460599377683096,-0.27695346227425627,0.00019544422007019419,0.06261588340685975,-0.24559268093499811,0.00018799860635245
-0.0,-0.37673014011929923,0.0002274163650720154,0.04422017143661172,-0.28031356692343584,0.000195905192866103,0.06352696490686505,-0.24882572830510735,0.00018855152877263626
-0.0,-0.3806352696205359,0.00022741636507201714,0.04497458226634521,-0.28368151940299113,0.00019635831159343052,0.06443170095941575,-0.25206818798375535,0.00018909493735699053
-0.0,-0.3845403991217725,0.00022741636507201714,0.04572373304366373,-0.2870571857054324,0.00019680367782437883,0.06533001389062854,-0.255319897870903,0.00018962898014913965
-0.0,-0.3884455286230092,0.0002274163650720154,0.046467534471146266,-0.29044043359089905,0.0001972413956604427,0.0662218343043417,-0.2585806984131197,0.00019015380557791447
-3.552713678800501e-15,-0.3923506581242458,0.0002274163650720154,0.04720590628100396,-0.2938311326271042,0.00019767157134195114,0.06710710067221548,-0.2618504326079223,0.00019066956220300905
-0.0,-0.3962557876254824,0.0002274163650720154,0.0479387767579702,-0.2972291542228449,0.00019809431288793887,0.06798575893806458,-0.2651289460039301,0.0001911763984814123
-0.0,-0.40016091712671914,0.00022741636507201714,0.04866608228103786,-0.30063437165557894,0.00019850972976444628,0.06885776213628603,-0.2684160866971829,0.00019167446255341503
3.552713678800501e-15,-0.40406604662795575,0.0002274163650720154,0.04938776688375057,-0.3040466600935431,0.000198917932579451,0.06972307002439138,-0.2717117053239464,0.00019216390204693234
-0.0,-0.40797117612919237,0.00022741636507201367,0.050103781832717686,-0.307465896612853,0.00019931903280269447,0.0705816487293518,-0.27501565505030984,0.0001926448638990292
-0.0,-0.411876305630429,0.0002274163650720154,0.050814085224029526,-0.31089196020999926,0.00019971314250876587,0.07143347040769932,-0.2783277915588626,0.00019311749419356934
-0.0,-0.4157814351316656,0.00022741636507201714,0.051518641597084525,-0.3143247318101237,0.00020010037414190315,0.07227851291902176,-0.28164797303271527,0.0001935819380138662
-3.552713678800501e-15,-0.41968656463290227,0.00022741636507201714,0.052217421565423194,-0.31776409427143837,0.00020048084030108333,0.07311675951270225,-0.28497606013711657,0.0001940383393094821
-0.0,-0.42359169413413894,0.00022741636507201714,0.05291040146414616,-0.32120993238612056,0.00020085465354395364,0.0739481985275603,-0.2883119159988995,0.00019448684077612126
3.552713678800501e-15,-0.42749682363537556,0.0002274163650720154,0.05359756301325902,-0.3246621328779984,0.00020122192620835797,0.07477282310401634,-0.29165540618397323,0.00019492758374777854
-0.0,-0.4314019531366121,0.0002274163650720154,0.05427889299669175,-0.3281205843973167,0.00020158277025023215,0.07559063090862139,-0.29500639867306555,0.0001953607081002992
-0.0,-0.43530708263784884,0.00022741636507201887,0.05495438295629995,-0.3315851775128549,0.0002019372970966781,0.07640162387050964,-0.29836476383590277,0.00019578635216556395
-3.552713678800501e-15,-0.43921221213908546,0.0002274163650720154,0.05562402890035756,-0.33505580470164703,0.00020228561751316036,0.07720580792937426,-0.30173037440400413,0.00019620465265550446
-7.105427357601002e-15,-0.44311734164032207,0.00022741636507201367,0.056287831026072155,-0.33853236033653916,0.0002026278414838257,0.07800319279474976,-0.3051031054422534,0.00019661574459532358
3.552713678800501e-15,-0.4470224711415587,0.0002274163650720154,0.056945793455607685,-0.34201474067179866,0.00020296407810394337,0.07879379171614076,-0.3084828343193991,0.00019701976126518424
3.552713678800501e-15,-0.45092760064279536,0.00022741636507201714,0.057597923985049704,-0.3455028438269776,0.00020329443548360374,0.07957762126366319,-0.31186944067762334,0.00019741683414975508
0.0,-0.45483273014403197,0.0002274163650720157,0.057919745856123965,-0.34899656976921534,0.00020345815781266908,0.07996449553393999,-0.3152628064013098,0.00019761365096762542
